time_s,MLII,V5,record
0.19722222222222222,-0.22,0.2,mitbih_100_clean
0.2,-0.07,0.31,mitbih_100_clean
0.20277777777777778,0.12,0.435,mitbih_100_clean
0.20555555555555555,0.375,0.535,mitbih_100_clean
0.20833333333333334,0.62,0.58,mitbih_100_clean
0.2111111111111111,0.78,0.475,mitbih_100_clean
0.21388888888888888,0.84,0.21,mitbih_100_clean
0.21666666666666667,0.765,-0.085,mitbih_100_clean
0.21944444444444444,0.52,-0.23,mitbih_100_clean
0.2222222222222222,0.17,-0.25,mitbih_100_clean
0.225,-0.165,-0.215,mitbih_100_clean
0.22777777777777777,-0.365,-0.18,mitbih_100_clean
0.23055555555555557,-0.435,-0.185,mitbih_100_clean
0.23333333333333334,-0.425,-0.16,mitbih_100_clean
0.2361111111111111,-0.37,-0.15,mitbih_100_clean
0.2388888888888889,-0.33,-0.15,mitbih_100_clean
0.24166666666666667,-0.325,-0.18,mitbih_100_clean
0.24444444444444444,-0.335,-0.18,mitbih_100_clean
0.24722222222222223,-0.345,-0.16,mitbih_100_clean
0.25,-0.33,-0.165,mitbih_100_clean
0.25277777777777777,-0.325,-0.17,mitbih_100_clean
0.25555555555555554,-0.315,-0.165,mitbih_100_clean
0.25833333333333336,-0.31,-0.185,mitbih_100_clean
0.2611111111111111,-0.32,-0.185,mitbih_100_clean
0.2638888888888889,-0.335,-0.185,mitbih_100_clean
0.26666666666666666,-0.34,-0.17,mitbih_100_clean
0.26944444444444443,-0.325,-0.16,mitbih_100_clean
0.2722222222222222,-0.345,-0.155,mitbih_100_clean
0.275,-0.335,-0.175,mitbih_100_clean
0.2777777777777778,-0.33,-0.195,mitbih_100_clean
0.28055555555555556,-0.335,-0.185,mitbih_100_clean
0.2833333333333333,-0.33,-0.185,mitbih_100_clean
0.2861111111111111,-0.325,-0.175,mitbih_100_clean
0.28888888888888886,-0.33,-0.175,mitbih_100_clean
0.2916666666666667,-0.33,-0.195,mitbih_100_clean
0.29444444444444445,-0.345,-0.19,mitbih_100_clean
0.2972222222222222,-0.355,-0.18,mitbih_100_clean
0.3,-0.335,-0.165,mitbih_100_clean
0.30277777777777776,-0.325,-0.17,mitbih_100_clean
0.3055555555555556,-0.305,-0.17,mitbih_100_clean
0.30833333333333335,-0.32,-0.17,mitbih_100_clean
0.3111111111111111,-0.32,-0.19,mitbih_100_clean
0.3138888888888889,-0.33,-0.185,mitbih_100_clean
0.31666666666666665,-0.34,-0.18,mitbih_100_clean
0.3194444444444444,-0.335,-0.17,mitbih_100_clean
0.32222222222222224,-0.34,-0.175,mitbih_100_clean
0.325,-0.345,-0.19,mitbih_100_clean
0.3277777777777778,-0.355,-0.2,mitbih_100_clean
0.33055555555555555,-0.355,-0.195,mitbih_100_clean
0.3333333333333333,-0.34,-0.185,mitbih_100_clean
0.33611111111111114,-0.33,-0.17,mitbih_100_clean
0.3388888888888889,-0.33,-0.17,mitbih_100_clean
0.3416666666666667,-0.33,-0.185,mitbih_100_clean
0.34444444444444444,-0.34,-0.195,mitbih_100_clean
0.3472222222222222,-0.35,-0.175,mitbih_100_clean
0.35,-0.325,-0.2,mitbih_100_clean
0.3527777777777778,-0.325,-0.185,mitbih_100_clean
0.35555555555555557,-0.33,-0.18,mitbih_100_clean
0.35833333333333334,-0.33,-0.185,mitbih_100_clean
0.3611111111111111,-0.335,-0.205,mitbih_100_clean
0.3638888888888889,-0.335,-0.19,mitbih_100_clean
0.36666666666666664,-0.34,-0.18,mitbih_100_clean
0.36944444444444446,-0.33,-0.185,mitbih_100_clean
0.37222222222222223,-0.34,-0.2,mitbih_100_clean
0.375,-0.35,-0.215,mitbih_100_clean
0.37777777777777777,-0.355,-0.205,mitbih_100_clean
0.38055555555555554,-0.35,-0.21,mitbih_100_clean
0.38333333333333336,-0.345,-0.2,mitbih_100_clean
0.3861111111111111,-0.33,-0.185,mitbih_100_clean
0.3888888888888889,-0.32,-0.205,mitbih_100_clean
0.39166666666666666,-0.335,-0.2,mitbih_100_clean
0.39444444444444443,-0.33,-0.21,mitbih_100_clean
0.3972222222222222,-0.345,-0.205,mitbih_100_clean
0.4,-0.33,-0.185,mitbih_100_clean
0.4027777777777778,-0.335,-0.185,mitbih_100_clean
0.40555555555555556,-0.335,-0.2,mitbih_100_clean
0.4083333333333333,-0.345,-0.215,mitbih_100_clean
0.4111111111111111,-0.345,-0.225,mitbih_100_clean
0.41388888888888886,-0.355,-0.22,mitbih_100_clean
0.4166666666666667,-0.34,-0.2,mitbih_100_clean
0.41944444444444445,-0.34,-0.2,mitbih_100_clean
0.4222222222222222,-0.335,-0.215,mitbih_100_clean
0.425,-0.33,-0.225,mitbih_100_clean
0.42777777777777776,-0.35,-0.235,mitbih_100_clean
0.4305555555555556,-0.35,-0.245,mitbih_100_clean
0.43333333333333335,-0.345,-0.24,mitbih_100_clean
0.4361111111111111,-0.335,-0.24,mitbih_100_clean
0.4388888888888889,-0.335,-0.24,mitbih_100_clean
0.44166666666666665,-0.335,-0.245,mitbih_100_clean
0.4444444444444444,-0.35,-0.26,mitbih_100_clean
0.44722222222222224,-0.355,-0.26,mitbih_100_clean
0.45,-0.355,-0.265,mitbih_100_clean
0.4527777777777778,-0.345,-0.265,mitbih_100_clean
0.45555555555555555,-0.345,-0.28,mitbih_100_clean
0.4583333333333333,-0.335,-0.285,mitbih_100_clean
0.46111111111111114,-0.35,-0.295,mitbih_100_clean
0.4638888888888889,-0.36,-0.295,mitbih_100_clean
0.4666666666666667,-0.36,-0.3,mitbih_100_clean
0.46944444444444444,-0.36,-0.29,mitbih_100_clean
0.4722222222222222,-0.365,-0.3,mitbih_100_clean
0.475,-0.36,-0.315,mitbih_100_clean
0.4777777777777778,-0.37,-0.315,mitbih_100_clean
0.48055555555555557,-0.385,-0.315,mitbih_100_clean
0.48333333333333334,-0.37,-0.315,mitbih_100_clean
0.4861111111111111,-0.36,-0.31,mitbih_100_clean
0.4888888888888889,-0.355,-0.31,mitbih_100_clean
0.49166666666666664,-0.36,-0.325,mitbih_100_clean
0.49444444444444446,-0.375,-0.33,mitbih_100_clean
0.49722222222222223,-0.375,-0.325,mitbih_100_clean
0.5,-0.365,-0.315,mitbih_100_clean
0.5027777777777778,-0.365,-0.305,mitbih_100_clean
0.5055555555555555,-0.36,-0.305,mitbih_100_clean
0.5083333333333333,-0.36,-0.29,mitbih_100_clean
0.5111111111111111,-0.365,-0.29,mitbih_100_clean
0.5138888888888888,-0.37,-0.275,mitbih_100_clean
0.5166666666666667,-0.355,-0.27,mitbih_100_clean
0.5194444444444445,-0.33,-0.245,mitbih_100_clean
0.5222222222222223,-0.325,-0.24,mitbih_100_clean
0.525,-0.325,-0.25,mitbih_100_clean
0.5277777777777778,-0.335,-0.25,mitbih_100_clean
0.5305555555555556,-0.34,-0.235,mitbih_100_clean
0.5333333333333333,-0.315,-0.22,mitbih_100_clean
0.5361111111111111,-0.3,-0.195,mitbih_100_clean
0.5388888888888889,-0.3,-0.19,mitbih_100_clean
0.5416666666666666,-0.29,-0.19,mitbih_100_clean
0.5444444444444444,-0.295,-0.19,mitbih_100_clean
0.5472222222222223,-0.29,-0.18,mitbih_100_clean
0.55,-0.285,-0.16,mitbih_100_clean
0.5527777777777778,-0.275,-0.145,mitbih_100_clean
0.5555555555555556,-0.255,-0.15,mitbih_100_clean
0.5583333333333333,-0.25,-0.16,mitbih_100_clean
0.5611111111111111,-0.25,-0.16,mitbih_100_clean
0.5638888888888889,-0.265,-0.155,mitbih_100_clean
0.5666666666666667,-0.255,-0.145,mitbih_100_clean
0.5694444444444444,-0.245,-0.14,mitbih_100_clean
0.5722222222222222,-0.23,-0.16,mitbih_100_clean
0.575,-0.245,-0.15,mitbih_100_clean
0.5777777777777777,-0.245,-0.175,mitbih_100_clean
0.5805555555555556,-0.255,-0.17,mitbih_100_clean
0.5833333333333334,-0.255,-0.16,mitbih_100_clean
0.5861111111111111,-0.24,-0.16,mitbih_100_clean
0.5888888888888889,-0.25,-0.15,mitbih_100_clean
0.5916666666666667,-0.255,-0.155,mitbih_100_clean
0.5944444444444444,-0.245,-0.16,mitbih_100_clean
0.5972222222222222,-0.255,-0.17,mitbih_100_clean
0.6,-0.25,-0.155,mitbih_100_clean
0.6027777777777777,-0.25,-0.155,mitbih_100_clean
0.6055555555555555,-0.265,-0.15,mitbih_100_clean
0.6083333333333333,-0.26,-0.165,mitbih_100_clean
0.6111111111111112,-0.26,-0.175,mitbih_100_clean
0.6138888888888889,-0.265,-0.165,mitbih_100_clean
0.6166666666666667,-0.27,-0.165,mitbih_100_clean
0.6194444444444445,-0.265,-0.16,mitbih_100_clean
0.6222222222222222,-0.26,-0.16,mitbih_100_clean
0.625,-0.275,-0.18,mitbih_100_clean
0.6277777777777778,-0.28,-0.175,mitbih_100_clean
0.6305555555555555,-0.29,-0.185,mitbih_100_clean
0.6333333333333333,-0.275,-0.165,mitbih_100_clean
0.6361111111111111,-0.27,-0.15,mitbih_100_clean
0.6388888888888888,-0.26,-0.15,mitbih_100_clean
0.6416666666666667,-0.28,-0.17,mitbih_100_clean
0.6444444444444445,-0.28,-0.185,mitbih_100_clean
0.6472222222222223,-0.285,-0.195,mitbih_100_clean
0.65,-0.275,-0.19,mitbih_100_clean
0.6527777777777778,-0.275,-0.19,mitbih_100_clean
0.6555555555555556,-0.265,-0.185,mitbih_100_clean
0.6583333333333333,-0.27,-0.19,mitbih_100_clean
0.6611111111111111,-0.285,-0.21,mitbih_100_clean
0.6638888888888889,-0.29,-0.195,mitbih_100_clean
0.6666666666666666,-0.28,-0.19,mitbih_100_clean
0.6694444444444444,-0.275,-0.18,mitbih_100_clean
0.6722222222222223,-0.285,-0.205,mitbih_100_clean
0.675,-0.28,-0.215,mitbih_100_clean
0.6777777777777778,-0.3,-0.225,mitbih_100_clean
0.6805555555555556,-0.3,-0.21,mitbih_100_clean
0.6833333333333333,-0.305,-0.205,mitbih_100_clean
0.6861111111111111,-0.295,-0.195,mitbih_100_clean
0.6888888888888889,-0.3,-0.2,mitbih_100_clean
0.6916666666666667,-0.31,-0.195,mitbih_100_clean
0.6944444444444444,-0.31,-0.21,mitbih_100_clean
0.6972222222222222,-0.305,-0.215,mitbih_100_clean
0.7,-0.295,-0.205,mitbih_100_clean
0.7027777777777777,-0.285,-0.185,mitbih_100_clean
0.7055555555555556,-0.285,-0.195,mitbih_100_clean
0.7083333333333334,-0.29,-0.195,mitbih_100_clean
0.7111111111111111,-0.295,-0.22,mitbih_100_clean
0.7138888888888889,-0.31,-0.22,mitbih_100_clean
0.7166666666666667,-0.29,-0.21,mitbih_100_clean
0.7194444444444444,-0.295,-0.215,mitbih_100_clean
0.7222222222222222,-0.3,-0.22,mitbih_100_clean
0.725,-0.305,-0.22,mitbih_100_clean
0.7277777777777777,-0.31,-0.225,mitbih_100_clean
0.7305555555555555,-0.325,-0.21,mitbih_100_clean
0.7333333333333333,-0.31,-0.2,mitbih_100_clean
0.7361111111111112,-0.3,-0.21,mitbih_100_clean
0.7388888888888889,-0.29,-0.225,mitbih_100_clean
0.7416666666666667,-0.31,-0.23,mitbih_100_clean
0.7444444444444445,-0.325,-0.225,mitbih_100_clean
0.7472222222222222,-0.33,-0.22,mitbih_100_clean
0.75,-0.315,-0.23,mitbih_100_clean
0.7527777777777778,-0.3,-0.21,mitbih_100_clean
0.7555555555555555,-0.305,-0.215,mitbih_100_clean
0.7583333333333333,-0.31,-0.215,mitbih_100_clean
0.7611111111111111,-0.32,-0.23,mitbih_100_clean
0.7638888888888888,-0.33,-0.215,mitbih_100_clean
0.7666666666666667,-0.325,-0.22,mitbih_100_clean
0.7694444444444445,-0.315,-0.205,mitbih_100_clean
0.7722222222222223,-0.31,-0.205,mitbih_100_clean
0.775,-0.305,-0.21,mitbih_100_clean
0.7777777777777778,-0.305,-0.215,mitbih_100_clean
0.7805555555555556,-0.31,-0.225,mitbih_100_clean
0.7833333333333333,-0.3,-0.215,mitbih_100_clean
0.7861111111111111,-0.305,-0.215,mitbih_100_clean
0.7888888888888889,-0.29,-0.215,mitbih_100_clean
0.7916666666666666,-0.3,-0.225,mitbih_100_clean
0.7944444444444444,-0.3,-0.225,mitbih_100_clean
0.7972222222222223,-0.305,-0.225,mitbih_100_clean
0.8,-0.305,-0.205,mitbih_100_clean
0.8027777777777778,-0.29,-0.195,mitbih_100_clean
0.8055555555555556,-0.28,-0.21,mitbih_100_clean
0.8083333333333333,-0.295,-0.21,mitbih_100_clean
0.8111111111111111,-0.305,-0.215,mitbih_100_clean
0.8138888888888889,-0.315,-0.235,mitbih_100_clean
0.8166666666666667,-0.305,-0.23,mitbih_100_clean
0.8194444444444444,-0.295,-0.22,mitbih_100_clean
0.8222222222222222,-0.29,-0.22,mitbih_100_clean
0.825,-0.28,-0.23,mitbih_100_clean
0.8277777777777777,-0.27,-0.225,mitbih_100_clean
0.8305555555555556,-0.275,-0.23,mitbih_100_clean
0.8333333333333334,-0.275,-0.215,mitbih_100_clean
0.8361111111111111,-0.27,-0.195,mitbih_100_clean
0.8388888888888889,-0.25,-0.195,mitbih_100_clean
0.8416666666666667,-0.25,-0.19,mitbih_100_clean
0.8444444444444444,-0.255,-0.2,mitbih_100_clean
0.8472222222222222,-0.225,-0.195,mitbih_100_clean
0.85,-0.22,-0.18,mitbih_100_clean
0.8527777777777777,-0.205,-0.17,mitbih_100_clean
0.8555555555555555,-0.2,-0.18,mitbih_100_clean
0.8583333333333333,-0.205,-0.175,mitbih_100_clean
0.8611111111111112,-0.215,-0.195,mitbih_100_clean
0.8638888888888889,-0.23,-0.195,mitbih_100_clean
0.8666666666666667,-0.22,-0.17,mitbih_100_clean
0.8694444444444445,-0.225,-0.175,mitbih_100_clean
0.8722222222222222,-0.225,-0.175,mitbih_100_clean
0.875,-0.225,-0.18,mitbih_100_clean
0.8777777777777778,-0.23,-0.185,mitbih_100_clean
0.8805555555555555,-0.235,-0.185,mitbih_100_clean
0.8833333333333333,-0.24,-0.175,mitbih_100_clean
0.8861111111111111,-0.235,-0.175,mitbih_100_clean
0.8888888888888888,-0.22,-0.175,mitbih_100_clean
0.8916666666666667,-0.21,-0.19,mitbih_100_clean
0.8944444444444445,-0.205,-0.205,mitbih_100_clean
0.8972222222222223,-0.245,-0.2,mitbih_100_clean
0.9,-0.285,-0.205,mitbih_100_clean
0.9027777777777778,-0.285,-0.205,mitbih_100_clean
0.9055555555555556,-0.3,-0.215,mitbih_100_clean
0.9083333333333333,-0.31,-0.215,mitbih_100_clean
0.9111111111111111,-0.33,-0.225,mitbih_100_clean
0.9138888888888889,-0.33,-0.215,mitbih_100_clean
0.9166666666666666,-0.325,-0.21,mitbih_100_clean
0.9194444444444444,-0.315,-0.2,mitbih_100_clean
0.9222222222222223,-0.32,-0.215,mitbih_100_clean
0.925,-0.315,-0.225,mitbih_100_clean
0.9277777777777778,-0.325,-0.245,mitbih_100_clean
0.9305555555555556,-0.34,-0.245,mitbih_100_clean
0.9333333333333333,-0.345,-0.25,mitbih_100_clean
0.9361111111111111,-0.34,-0.225,mitbih_100_clean
0.9388888888888889,-0.34,-0.23,mitbih_100_clean
0.9416666666666667,-0.35,-0.235,mitbih_100_clean
0.9444444444444444,-0.345,-0.24,mitbih_100_clean
0.9472222222222222,-0.355,-0.235,mitbih_100_clean
0.95,-0.33,-0.235,mitbih_100_clean
0.9527777777777777,-0.335,-0.22,mitbih_100_clean
0.9555555555555556,-0.33,-0.23,mitbih_100_clean
0.9583333333333334,-0.32,-0.24,mitbih_100_clean
0.9611111111111111,-0.345,-0.24,mitbih_100_clean
0.9638888888888889,-0.355,-0.245,mitbih_100_clean
0.9666666666666667,-0.34,-0.225,mitbih_100_clean
0.9694444444444444,-0.33,-0.225,mitbih_100_clean
0.9722222222222222,-0.325,-0.235,mitbih_100_clean
0.975,-0.33,-0.25,mitbih_100_clean
0.9777777777777777,-0.35,-0.27,mitbih_100_clean
0.9805555555555555,-0.365,-0.28,mitbih_100_clean
0.9833333333333333,-0.36,-0.29,mitbih_100_clean
0.9861111111111112,-0.38,-0.3,mitbih_100_clean
0.9888888888888889,-0.425,-0.33,mitbih_100_clean
0.9916666666666667,-0.445,-0.36,mitbih_100_clean
0.9944444444444445,-0.475,-0.355,mitbih_100_clean
0.9972222222222222,-0.51,-0.305,mitbih_100_clean
1.0,-0.535,-0.205,mitbih_100_clean
1.0027777777777778,-0.505,-0.08,mitbih_100_clean
1.0055555555555555,-0.415,0.015,mitbih_100_clean
1.0083333333333333,-0.3,0.065,mitbih_100_clean
1.011111111111111,-0.16,0.115,mitbih_100_clean
1.0138888888888888,-0.015,0.19,mitbih_100_clean
1.0166666666666666,0.235,0.3,mitbih_100_clean
1.0194444444444444,0.49,0.41,mitbih_100_clean
1.0222222222222221,0.72,0.495,mitbih_100_clean
1.025,0.875,0.485,mitbih_100_clean
1.0277777777777777,0.94,0.36,mitbih_100_clean
1.0305555555555554,0.905,0.105,mitbih_100_clean
1.0333333333333334,0.755,-0.165,mitbih_100_clean
1.0361111111111112,0.49,-0.35,mitbih_100_clean
1.038888888888889,0.165,-0.45,mitbih_100_clean
1.0416666666666667,-0.11,-0.47,mitbih_100_clean
1.0444444444444445,-0.27,-0.45,mitbih_100_clean
1.0472222222222223,-0.39,-0.395,mitbih_100_clean
1.05,-0.45,-0.345,mitbih_100_clean
1.0527777777777778,-0.475,-0.31,mitbih_100_clean
1.0555555555555556,-0.455,-0.295,mitbih_100_clean
1.0583333333333333,-0.425,-0.285,mitbih_100_clean
1.0611111111111111,-0.39,-0.295,mitbih_100_clean
1.0638888888888889,-0.39,-0.295,mitbih_100_clean
1.0666666666666667,-0.385,-0.28,mitbih_100_clean
1.0694444444444444,-0.39,-0.285,mitbih_100_clean
1.0722222222222222,-0.38,-0.285,mitbih_100_clean
1.075,-0.38,-0.285,mitbih_100_clean
1.0777777777777777,-0.38,-0.29,mitbih_100_clean
1.0805555555555555,-0.395,-0.275,mitbih_100_clean
1.0833333333333333,-0.385,-0.275,mitbih_100_clean
1.086111111111111,-0.385,-0.275,mitbih_100_clean
1.0888888888888888,-0.385,-0.27,mitbih_100_clean
1.0916666666666666,-0.375,-0.285,mitbih_100_clean
1.0944444444444446,-0.395,-0.295,mitbih_100_clean
1.0972222222222223,-0.41,-0.29,mitbih_100_clean
1.1,-0.41,-0.275,mitbih_100_clean
1.1027777777777779,-0.4,-0.265,mitbih_100_clean
1.1055555555555556,-0.395,-0.265,mitbih_100_clean
1.1083333333333334,-0.39,-0.275,mitbih_100_clean
1.1111111111111112,-0.405,-0.295,mitbih_100_clean
1.113888888888889,-0.395,-0.29,mitbih_100_clean
1.1166666666666667,-0.385,-0.285,mitbih_100_clean
1.1194444444444445,-0.375,-0.27,mitbih_100_clean
1.1222222222222222,-0.39,-0.265,mitbih_100_clean
1.125,-0.39,-0.275,mitbih_100_clean
1.1277777777777778,-0.405,-0.28,mitbih_100_clean
1.1305555555555555,-0.41,-0.28,mitbih_100_clean
1.1333333333333333,-0.41,-0.27,mitbih_100_clean
1.136111111111111,-0.39,-0.265,mitbih_100_clean
1.1388888888888888,-0.39,-0.27,mitbih_100_clean
1.1416666666666666,-0.395,-0.27,mitbih_100_clean
1.1444444444444444,-0.405,-0.28,mitbih_100_clean
1.1472222222222221,-0.415,-0.27,mitbih_100_clean
1.15,-0.4,-0.265,mitbih_100_clean
1.1527777777777777,-0.41,-0.265,mitbih_100_clean
1.1555555555555554,-0.405,-0.265,mitbih_100_clean
1.1583333333333334,-0.41,-0.27,mitbih_100_clean
1.1611111111111112,-0.415,-0.285,mitbih_100_clean
1.163888888888889,-0.41,-0.285,mitbih_100_clean
1.1666666666666667,-0.4,-0.265,mitbih_100_clean
1.1694444444444445,-0.4,-0.265,mitbih_100_clean
1.1722222222222223,-0.395,-0.255,mitbih_100_clean
1.175,-0.39,-0.275,mitbih_100_clean
1.1777777777777778,-0.405,-0.275,mitbih_100_clean
1.1805555555555556,-0.41,-0.28,mitbih_100_clean
1.1833333333333333,-0.39,-0.27,mitbih_100_clean
1.1861111111111111,-0.39,-0.265,mitbih_100_clean
1.1888888888888889,-0.385,-0.275,mitbih_100_clean
1.1916666666666667,-0.385,-0.285,mitbih_100_clean
1.1944444444444444,-0.41,-0.28,mitbih_100_clean
1.1972222222222222,-0.405,-0.28,mitbih_100_clean
1.2,-0.395,-0.275,mitbih_100_clean
1.2027777777777777,-0.39,-0.275,mitbih_100_clean
1.2055555555555555,-0.375,-0.275,mitbih_100_clean
1.2083333333333333,-0.39,-0.285,mitbih_100_clean
1.211111111111111,-0.395,-0.295,mitbih_100_clean
1.2138888888888888,-0.41,-0.295,mitbih_100_clean
1.2166666666666666,-0.4,-0.275,mitbih_100_clean
1.2194444444444446,-0.39,-0.275,mitbih_100_clean
1.2222222222222223,-0.39,-0.285,mitbih_100_clean
1.225,-0.385,-0.29,mitbih_100_clean
1.2277777777777779,-0.405,-0.315,mitbih_100_clean
1.2305555555555556,-0.415,-0.315,mitbih_100_clean
1.2333333333333334,-0.415,-0.305,mitbih_100_clean
1.2361111111111112,-0.4,-0.29,mitbih_100_clean
1.238888888888889,-0.395,-0.31,mitbih_100_clean
1.2416666666666667,-0.405,-0.32,mitbih_100_clean
1.2444444444444445,-0.415,-0.32,mitbih_100_clean
1.2472222222222222,-0.42,-0.335,mitbih_100_clean
1.25,-0.42,-0.33,mitbih_100_clean
1.2527777777777778,-0.41,-0.325,mitbih_100_clean
1.2555555555555555,-0.415,-0.345,mitbih_100_clean
1.2583333333333333,-0.425,-0.35,mitbih_100_clean
1.261111111111111,-0.42,-0.365,mitbih_100_clean
1.2638888888888888,-0.435,-0.37,mitbih_100_clean
1.2666666666666666,-0.43,-0.355,mitbih_100_clean
1.2694444444444444,-0.43,-0.36,mitbih_100_clean
1.2722222222222221,-0.42,-0.37,mitbih_100_clean
1.275,-0.43,-0.39,mitbih_100_clean
1.2777777777777777,-0.45,-0.395,mitbih_100_clean
1.2805555555555554,-0.455,-0.4,mitbih_100_clean
1.2833333333333334,-0.45,-0.39,mitbih_100_clean
1.2861111111111112,-0.435,-0.385,mitbih_100_clean
1.288888888888889,-0.445,-0.39,mitbih_100_clean
1.2916666666666667,-0.45,-0.4,mitbih_100_clean
1.2944444444444445,-0.455,-0.41,mitbih_100_clean
1.2972222222222223,-0.47,-0.42,mitbih_100_clean
1.3,-0.46,-0.405,mitbih_100_clean
1.3027777777777778,-0.455,-0.41,mitbih_100_clean
1.3055555555555556,-0.45,-0.41,mitbih_100_clean
1.3083333333333333,-0.455,-0.4,mitbih_100_clean
1.3111111111111111,-0.47,-0.405,mitbih_100_clean
1.3138888888888889,-0.475,-0.39,mitbih_100_clean
1.3166666666666667,-0.46,-0.385,mitbih_100_clean
1.3194444444444444,-0.45,-0.365,mitbih_100_clean
1.3222222222222222,-0.445,-0.355,mitbih_100_clean
1.325,-0.44,-0.345,mitbih_100_clean
1.3277777777777777,-0.435,-0.355,mitbih_100_clean
1.3305555555555555,-0.44,-0.33,mitbih_100_clean
1.3333333333333333,-0.41,-0.295,mitbih_100_clean
1.336111111111111,-0.395,-0.275,mitbih_100_clean
1.3388888888888888,-0.37,-0.27,mitbih_100_clean
1.3416666666666666,-0.365,-0.26,mitbih_100_clean
1.3444444444444446,-0.36,-0.265,mitbih_100_clean
1.3472222222222223,-0.365,-0.265,mitbih_100_clean
1.35,-0.34,-0.245,mitbih_100_clean
1.3527777777777779,-0.325,-0.225,mitbih_100_clean
1.3555555555555556,-0.315,-0.21,mitbih_100_clean
1.3583333333333334,-0.32,-0.215,mitbih_100_clean
1.3611111111111112,-0.33,-0.215,mitbih_100_clean
1.363888888888889,-0.33,-0.205,mitbih_100_clean
1.3666666666666667,-0.32,-0.195,mitbih_100_clean
